company_id,type,rule_id,text,confidence_pct
TRENT,pro,PRO_6,Net profit compounding at above 20% over 5 years creates significant shareholder value,100.0
TRENT,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TRENT,pro,PRO_8,Consistent dividend yield above 2% backed by positive free cash flow,84.6
TRENT,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,100.0
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TRENT,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,100.0
TVSMOTOR,pro,PRO_1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,78.88
TVSMOTOR,pro,PRO_7,Very high interest coverage ratio reflects negligible financial stress from debt servicing,80.0
TVSMOTOR,pro,PRO_9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,73.27
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,80.0
TVSMOTOR,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75.95
TVSMOTOR,con,CON_1,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring,92.5
TVSMOTOR,con,CON_2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85.0
TVSMOTOR,con,CON_8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,75.0
TVSMOTOR,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,72.19
